# # time ,#amplitude
0.000000000000000000e+00 -4.926794220479747922e-04
2.293052052281586869e-05 4.889322781990155554e-04
4.586104104563173739e-05 -4.852146318868088073e-04
6.879156156844759931e-05 4.814166930441227143e-04
9.172208209126347478e-05 -4.776109303287444916e-04
1.146526026140793502e-04 4.737204099451027776e-04
1.375831231368951986e-04 -4.697894826336259603e-04
1.605136436597110741e-04 4.657626921089739634e-04
1.834441641825269496e-04 -4.616653528633305609e-04
2.063746847053428250e-04 4.574564476319889494e-04
2.293052052281587005e-04 -4.531497435469618155e-04
2.522357257509745760e-04 4.487162430196023712e-04
2.751662462737903972e-04 -4.441080819245258357e-04
2.980967667966062727e-04 4.437554417173064452e-04
3.210272873194221482e-04 -4.280858836067463432e-04
3.439578078422380236e-04 4.328601114871271196e-04
3.668883283650538991e-04 -4.194509716254367143e-04
3.898188488878697746e-04 4.218785685001087389e-04
4.127493694106856501e-04 -4.071253206253297690e-04
4.356798899335015255e-04 4.098056071962426780e-04
4.586104104563174010e-04 -3.930808984795658911e-04
4.815409309791332223e-04 3.971314034589260478e-04
5.044714515019491519e-04 -3.770477090063195126e-04
5.274019720247649732e-04 3.829232881694243779e-04
5.503324925475807945e-04 -3.580719613112173230e-04
5.732630130703967241e-04 3.661000642904381616e-04
5.961935335932125454e-04 -3.343945589943599257e-04
6.191240541160284751e-04 3.462848060170470310e-04
6.420545746388442963e-04 -3.048976671693832616e-04
6.649850951616602260e-04 3.220204427285553242e-04
6.879156156844760473e-04 -2.673570980271266942e-04
7.108461362072919770e-04 2.939563553702052162e-04
7.337766567301077982e-04 -2.171671708883096772e-04
7.567071772529236195e-04 2.579784725945599103e-04
7.796376977757395492e-04 -1.431459628862085233e-04
8.025682182985553704e-04 2.066560187965592744e-04
8.254987388213713001e-04 -2.225106490736972241e-05
8.484292593441871214e-04 1.456806405264463641e-04
8.713597798670030510e-04 1.663621548068998607e-04
8.942903003898188723e-04 9.720844441403584009e-05
9.172208209126348020e-04 6.746236800962840396e-04
9.401513414354506232e-04 -2.259489096046276343e-05
9.630818619582664445e-04 2.131979875009590818e-03
9.860123824810822658e-04 1.096309379447000902e-03
1.008942903003898304e-03 1.758602556485345733e-02
1.031873423526714125e-03 3.659511052007581589e-02
1.054803944049529946e-03 -4.248837510083464802e-02
1.077734464572345768e-03 -1.112437706753076870e-02
1.100664985095161589e-03 -2.918064671509043410e-03
1.123595505617977627e-03 -1.629837240095716774e-04
1.146526026140793448e-03 -1.291187822137139030e-03
1.169456546663609270e-03 4.431247709173447534e-04
1.192387067186425091e-03 -9.978471376925286598e-04
1.215317587709241129e-03 6.287504275466688271e-04
1.238248108232056950e-03 -8.523782887416512383e-04
1.261178628754872771e-03 6.417581416125841577e-04
1.284109149277688593e-03 -7.668086228248557163e-04
1.307039669800504414e-03 6.394453389515217853e-04
1.329970190323320452e-03 -7.179405642744227881e-04
1.352900710846136273e-03 6.313462216877824664e-04
1.375831231368952095e-03 -6.812835019060711501e-04
1.398761751891767916e-03 6.197228730791362909e-04
1.421692272414583954e-03 -6.520107129404790732e-04
1.444622792937399775e-03 6.072093462704819533e-04
1.467553313460215596e-03 -6.306262996113656816e-04
1.490483833983031418e-03 5.963758682137280248e-04
1.513414354505847239e-03 -6.118152681617583522e-04
1.536344875028663277e-03 5.851043466072868449e-04
1.559275395551479098e-03 -5.961802470897468575e-04
1.582205916074294920e-03 5.748527345830621756e-04
1.605136436597110741e-03 -5.823595616878594851e-04
1.628066957119926779e-03 5.650890171589846925e-04
1.650997477642742600e-03 -5.709623371013529619e-04
1.673927998165558421e-03 5.558612984009563386e-04
1.696858518688374243e-03 -5.601117336491603753e-04
1.719789039211190064e-03 5.470507997556225011e-04
1.742719559734006102e-03 -5.515925578049240500e-04
1.765650080256821923e-03 5.360232532589800317e-04
1.788580600779637745e-03 -5.414137633809784677e-04
1.811511121302453566e-03 5.344445745361430748e-04
1.834441641825269604e-03 -5.306211659485993723e-04
1.857372162348085425e-03 5.263819588335397204e-04
1.880302682870901246e-03 -5.226553756603842180e-04
1.903233203393717068e-03 5.186544658682921971e-04
1.926163723916532889e-03 -5.149863438391282227e-04
1.949094244439348927e-03 5.111300755188516367e-04
1.972024764962164532e-03 -5.074901743581377179e-04
1.994955285484980786e-03 5.037176761808659538e-04
2.017885806007796608e-03 -5.000800495209694338e-04
2.040816326530612429e-03 4.963421034486787536e-04
