 0.000000000000000000e+00  4.508023643603187997e-02+0.000000000000000000e+00j
 1.000000000000000000e+00  8.705498381504556127e-01-8.231244351851378302e-03j
 2.000000000000000000e+00  8.699282786628047548e-01-1.099770271397857227e-02j
 3.000000000000000000e+00  8.689626523178434203e-01-1.496765654632112481e-02j
 4.000000000000000000e+00  8.676200096287478569e-01-1.922652489787135544e-02j
 5.000000000000000000e+00  8.659020586577113043e-01-2.359027667603240397e-02j
 6.000000000000000000e+00  8.638116323832342180e-01-2.799145191199054611e-02j
 7.000000000000000000e+00  8.613533949984956140e-01-3.237914452191283793e-02j
 8.000000000000000000e+00  8.585505454454659402e-01-3.677206733982789355e-02j
 9.000000000000000000e+00  8.553972794204102170e-01-4.113399468061933184e-02j
 1.000000000000000000e+01  8.517184682252649797e-01-4.555482925367208141e-02j
 1.100000000000000000e+01  8.478118636965241706e-01-4.976780747823141005e-02j
 1.200000000000000000e+01  8.434843740968859249e-01-5.387883994566078361e-02j
 1.300000000000000000e+01  8.391126338369029325e-01-5.828241697144406069e-02j
 1.400000000000000000e+01  8.340099703587947610e-01-6.230823333446785378e-02j
 1.500000000000000000e+01  8.289527137609394858e-01-6.620798638841014772e-02j
 1.600000000000000000e+01  8.232979092960950318e-01-6.983762544184159149e-02j
 1.700000000000000000e+01  8.183031018732797035e-01-7.369929087876157803e-02j
 1.800000000000000000e+01  8.118258648413072542e-01-7.721216111658026071e-02j
 1.900000000000000000e+01  8.061769854424747361e-01-8.370690519145022879e-02j
 2.000000000000000000e+01  7.996636584810965509e-01-8.363460884071363677e-02j
 2.100000000000000000e+01  8.010177827563823572e-01-8.754816155904668329e-02j
 2.200000000000000000e+01  7.717663899770582647e-01-8.738463260976642166e-02j
 2.300000000000000000e+01  7.617029320824355576e-01-6.015972348874326636e-02j
 2.400000000000000000e+01  7.741775085665253409e-01-1.482842795836495364e-01j
 2.500000000000000000e+01  7.612500838239759648e-01-9.005223245719930214e-02j
 2.600000000000000000e+01  7.540221566237141904e-01-1.077326412640386560e-01j
 2.700000000000000000e+01  7.432848840135123369e-01-1.107017692662807390e-01j
 2.800000000000000000e+01  7.317567807371020416e-01-1.253701678327099056e-01j
 2.900000000000000000e+01  7.169750322276128296e-01-1.124481254825934057e-01j
 3.000000000000000000e+01  7.107715962885527983e-01-1.121647511203709840e-01j
 3.100000000000000000e+01  7.072119406641157457e-01-1.298236705162175153e-01j
 3.200000000000000000e+01  6.956938684273480389e-01-1.270514301897334442e-01j
 3.300000000000000000e+01  6.924058493868683328e-01-1.326043389144279938e-01j
 3.400000000000000000e+01  6.804369750429705155e-01-1.319780365012986068e-01j
 3.500000000000000000e+01  6.754159093578560036e-01-1.362242873166023271e-01j
 3.600000000000000000e+01  6.546448408202617530e-01-1.373580902530192327e-01j
 3.700000000000000000e+01  6.488782147325772298e-01-1.376374117826824339e-01j
 3.800000000000000000e+01  6.427733387731341397e-01-1.412111056920963281e-01j
 3.900000000000000000e+01  6.348872927334594518e-01-1.378789504617067008e-01j
 4.000000000000000000e+01  6.116098307770652109e-01-1.466783026485138641e-01j
 4.100000000000000000e+01  6.025923796013472611e-01-1.385950951722205171e-01j
 4.200000000000000000e+01  5.951101753588160514e-01-1.451817104432095162e-01j
 4.300000000000000000e+01  5.977891616098826022e-01-1.495408772241130779e-01j
 4.400000000000000000e+01  5.719881612693997752e-01-1.490120330425172557e-01j
 4.500000000000000000e+01  5.585266934808553740e-01-1.497908869432976464e-01j
 4.600000000000000000e+01  5.589249525965148679e-01-1.540110098067614675e-01j
 4.700000000000000000e+01  5.483111643894204024e-01-1.562486127311426276e-01j
 4.800000000000000000e+01  5.428031470809546732e-01-1.563519233883978454e-01j
 4.900000000000000000e+01  5.156364024961767045e-01-1.602457974488077086e-01j
 5.000000000000000000e+01  5.206848807327141282e-01-2.595030434321066171e-01j
 5.100000000000000000e+01  4.935168088514163554e-01-1.576703197479272234e-01j
 5.200000000000000000e+01  4.918174364348956717e-01-1.736962047176179302e-01j
 5.300000000000000000e+01  4.699368598882152082e-01-1.818057677844585052e-01j
 5.400000000000000000e+01  4.558064553137914920e-01-1.682743369588090843e-01j
 5.500000000000000000e+01  4.759982937370087486e-01-1.804040032068708888e-01j
 5.600000000000000000e+01  4.684046876407460536e-01-1.724080059170739199e-01j
 5.700000000000000000e+01  4.494530897046074003e-01-1.853705242923563701e-01j
 5.800000000000000000e+01  4.063585142625196767e-01-2.149194967942273382e-01j
 5.900000000000000000e+01  4.443388948507809855e-01-1.774667132436262007e-01j
 6.000000000000000000e+01  4.403716670650331122e-01-1.880843973606746988e-01j
 6.100000000000000000e+01  4.155511226709675543e-01-1.846433207455225323e-01j
 6.200000000000000000e+01  4.017046910738151788e-01-1.771735899523344815e-01j
 6.300000000000000000e+01  3.794780710524858214e-01-1.813056891202997345e-01j
 6.400000000000000000e+01  4.007441396980354620e-01-1.724629960973456111e-01j
 6.500000000000000000e+01  3.777222769779881029e-01-1.647163929843541985e-01j
 6.600000000000000000e+01  3.637383701983730733e-01-2.355547398491188715e-01j
 6.700000000000000000e+01  3.510959560789321254e-01-1.472141984527219061e-01j
 6.800000000000000000e+01  3.674050821522150678e-01-1.647884066460819363e-01j
 6.900000000000000000e+01  3.283386202691376266e-01-1.897828454227492856e-01j
 7.000000000000000000e+01  3.470494564725450370e-01-1.483944645155329811e-01j
 7.100000000000000000e+01  2.811737590799717745e-01-1.727334635274470898e-01j
 7.200000000000000000e+01  2.886839367547260338e-01-1.433013635998209023e-01j
 7.300000000000000000e+01  3.142187368014356941e-01-1.520446832708879925e-01j
 7.400000000000000000e+01  2.974527716255312426e-01-1.758996365138457973e-01j
 7.500000000000000000e+01  2.958655927775402095e-01-1.475042411411321697e-01j
 7.600000000000000000e+01  2.374299496391427677e-01-1.387388557670105327e-01j
 7.700000000000000000e+01  2.614802071051458010e-01-1.641732674081825549e-01j
 7.800000000000000000e+01  2.173706334989177757e-01-2.118495761951567358e-01j
 7.900000000000000000e+01  2.512459800645375219e-01-1.598878699643352941e-01j
 8.000000000000000000e+01  1.937978647844477709e-01-1.435289913712609611e-01j
 8.100000000000000000e+01  1.449839384381673424e-01-1.830127881864878625e-01j
 8.200000000000000000e+01  2.854195764939121971e-01-2.652122589401965658e-01j
 8.300000000000000000e+01  2.099825470699716867e-01-9.955932610503398505e-02j
 8.400000000000000000e+01  1.586891933601301541e-01-1.633689103803044607e-01j
 8.500000000000000000e+01  1.861673926384835587e-01-1.801560523878953657e-01j
 8.600000000000000000e+01  2.264255968079760262e-01-2.279497024557179952e-01j
 8.700000000000000000e+01  1.952701773994271750e-01-2.210508606494973882e-01j
 8.800000000000000000e+01  2.294114540608227781e-01-6.841865526733022229e-02j
 8.900000000000000000e+01  4.048833273997905213e-02-2.014285052664286924e-01j
 9.000000000000000000e+01  2.349744425551772431e-01-2.376608207291563690e-01j
 9.100000000000000000e+01  2.479794494214692391e-01-1.273400889336598896e-01j
 9.200000000000000000e+01  6.615132248336653975e-02-9.168903003355965975e-02j
 9.300000000000000000e+01  1.406606674257293021e-01-2.448468741004992677e-01j
 9.400000000000000000e+01  2.314142563463482405e-01-1.610164577159632626e-01j
 9.500000000000000000e+01  1.650863802101349420e-01-1.109366601988263784e-01j
 9.600000000000000000e+01  1.136734022399448207e-01-4.358142941649615493e-02j
 9.700000000000000000e+01  1.058525992534198046e-01-1.354317269398179757e-01j
 9.800000000000000000e+01  2.485712259193783302e-01-2.578878934305958714e-01j
 9.900000000000000000e+01  1.659030285937577176e-01-1.469435098292663257e-02j
 1.000000000000000000e+02  1.543260267417189968e-01+5.484339774851294813e-02j
 1.010000000000000000e+02  9.371866724565967866e-02-1.388497395008897184e-01j
 1.020000000000000000e+02  2.414393734762408095e-01-1.911537507944794378e-01j
 1.030000000000000000e+02  3.904352456461673837e-02+1.744299794259485462e-02j
 1.040000000000000000e+02  -9.332577503228724203e-02-9.265870699885929429e-03j
 1.050000000000000000e+02  -2.801071747135341905e-02-2.085989210921100068e-01j
 1.060000000000000000e+02  3.577648072680661429e-01-3.426988986623298594e-02j
 1.070000000000000000e+02  2.810505786113710880e-02+6.853863845565219548e-02j
 1.080000000000000000e+02  -1.875497379251731545e-01-9.566957581073698424e-02j
 1.090000000000000000e+02  9.779341362895695167e-02-2.499537822553877520e-01j
 1.100000000000000000e+02  1.510662928405012428e-01+9.717945233232119784e-02j
 1.110000000000000000e+02  1.107745694144853521e-01+1.196219754871287594e-01j
 1.120000000000000000e+02  -3.354667083282175111e-01-6.596152788159351243e-02j
 1.130000000000000000e+02  -6.434170689275907351e-02-4.022174954401186997e-01j
 1.140000000000000000e+02  2.618293454117840979e-01+2.270992267958938937e-01j
 1.150000000000000000e+02  -4.442493989604992533e-02+2.675477797440133365e-01j
 1.160000000000000000e+02  -3.355070825858529338e-01-3.587004809842712638e-01j
 1.170000000000000000e+02  3.400176574184251427e-02-2.788543947157166580e-01j
 1.180000000000000000e+02  1.383314386422848652e-01+2.369622592660995397e-01j
 1.190000000000000000e+02  -1.293101278562775458e-01+2.348755291975196668e-01j
 1.200000000000000000e+02  -3.941908024966037094e-01-7.757230930916481082e-02j
 1.210000000000000000e+02  5.004930088893560364e-02-2.986499489645030869e-01j
 1.220000000000000000e+02  -2.711513871511196574e-03+2.914448677951025357e-01j
 1.230000000000000000e+02  -2.110232743918236120e-01+4.299635232507977300e-01j
 1.240000000000000000e+02  -1.432156790383094513e-01-1.192265939681552284e-01j
 1.250000000000000000e+02  8.175787069459804560e-03-4.960493542173377568e-02j
 1.260000000000000000e+02  -1.599749752810570528e-03+3.097086914200249952e-01j
 1.270000000000000000e+02  -8.670489847640026893e-02+5.362816849917589890e-01j
 1.280000000000000000e+02  -2.003928098049145567e-01+1.004564199315726922e-02j
 1.290000000000000000e+02  -6.038870418679637142e-02-2.125676222653609393e-02j
 1.300000000000000000e+02  1.049436398776786711e-02+5.609135649062307882e-01j
 1.310000000000000000e+02  -2.216480429030363575e-01+4.844816427740035736e-01j
 1.320000000000000000e+02  -2.132449536784203348e-01+1.254215504746082899e-01j
 1.330000000000000000e+02  2.063419589998790812e-02+2.982130463887517902e-01j
 1.340000000000000000e+02  -1.714180870183900154e-02+4.182659442860106602e-01j
 1.350000000000000000e+02  -4.209601998010588653e-01+6.424950765665066177e-01j
 1.360000000000000000e+02  -3.706879296605531948e-01+2.257150387307147177e-01j
 1.370000000000000000e+02  -5.374204974376562555e-02+4.222684432440956259e-01j
 1.380000000000000000e+02  -1.381240466333537309e-01+6.261997414810472895e-01j
 1.390000000000000000e+02  -5.110331924980517915e-01+5.505652155377719348e-01j
 1.400000000000000000e+02  -4.233910916865566976e-01+3.811787137895925048e-01j
 1.410000000000000000e+02  -4.843164855396905888e-02+4.787623642624089237e-01j
 1.420000000000000000e+02  -3.081846873741791448e-01+7.666553992888851532e-01j
 1.430000000000000000e+02  -6.986734243335425143e-01+6.968056404758704581e-01j
 1.440000000000000000e+02  -3.945962923859561711e-01+4.670470417901764204e-01j
 1.450000000000000000e+02  -1.210923830976687182e-01+5.038289795241339686e-01j
 1.460000000000000000e+02  -3.722752264516245302e-01+7.082488294312537791e-01j
 1.470000000000000000e+02  -7.457204665785981401e-01+6.384542832610144991e-01j
 1.480000000000000000e+02  -4.070971013835141816e-01+3.960285296910517339e-01j
 1.490000000000000000e+02  -2.235389152184858175e-01+4.521388871357813199e-01j
 1.500000000000000000e+02  -2.205899917687615119e-01+6.385651687372181362e-01j
 1.510000000000000000e+02  -6.674611326217132490e-01+6.836818942465878735e-01j
 1.520000000000000000e+02  -5.593999129884572596e-01+4.027707571260296660e-01j
 1.530000000000000000e+02  -1.245273708914612226e-01+8.244698164238772886e-01j
 1.540000000000000000e+02  -2.943791948005109460e-01+9.199161450956958586e-01j
 1.550000000000000000e+02  -6.926745113698506984e-01+7.620020004497279897e-01j
 1.560000000000000000e+02  -4.901962141553101726e-01+6.683148307659382281e-01j
 1.570000000000000000e+02  -2.348198206436971358e-01+9.286612587832346888e-01j
 1.580000000000000000e+02  -3.999687487572962108e-01+1.119271198941647727e+00j
 1.590000000000000000e+02  -5.663459281216968177e-01+8.885267894942067146e-01j
 1.600000000000000000e+02  -4.566085655033046420e-01+7.152112115755954180e-01j
 1.610000000000000000e+02  -4.226066998316115875e-01+9.124435677482171103e-01j
 1.620000000000000000e+02  -6.101563297035725864e-01+1.116636744579942775e+00j
 1.630000000000000000e+02  -6.849482556082876483e-01+1.043482648449794770e+00j
 1.640000000000000000e+02  -5.467066870058010508e-01+9.826954864131045575e-01j
 1.650000000000000000e+02  -4.398324406946441112e-01+1.141174878884734678e+00j
 1.660000000000000000e+02  -5.211887235036377630e-01+1.132755558162266141e+00j
 1.670000000000000000e+02  -6.419338500776508027e-01+1.061934782470416616e+00j
 1.680000000000000000e+02  -5.239474098196019725e-01+1.063306393163862884e+00j
 1.690000000000000000e+02  -5.510467235273814879e-01+1.168190915414585973e+00j
 1.700000000000000000e+02  -5.878483450181045677e-01+1.259955035584335858e+00j
 1.710000000000000000e+02  -5.158204510455386416e-01+1.176462973397368161e+00j
 1.720000000000000000e+02  -5.621319982135610793e-01+1.143339796329125635e+00j
