0.000000000000000000e+00 -4.299992912812619761e+04 -6.064794369501940309e+03
1.000000000000000082e-05 -4.426073124799852667e+04 2.866244607488999027e+05
2.000000000000000164e-05 -1.029565551781496906e+05 5.983797291376833164e+04
3.000000000000000076e-05 -1.392355318019365077e+05 -2.882528660269964021e+05
4.000000000000000327e-05 -1.622064847759119875e+05 -4.208626047485719027e+04
5.000000000000000240e-05 -1.232045612438987882e+05 3.655507205082517612e+04
6.000000000000000152e-05 -1.221327363249600312e+05 -5.771498567161403480e+04
6.999999999999999387e-05 -1.589552888130360225e+05 1.696807677583299810e+05
8.000000000000000654e-05 -1.216092306252298731e+05 -5.264548035593506938e+04
9.000000000000000567e-05 -1.448675869796921907e+05 -3.232573512604019925e+04
1.000000000000000048e-04 -1.606312576519761060e+05 -1.867817841788697697e+05
1.100000000000000039e-04 -1.522903316189907782e+05 -2.298428298476825003e+05
1.200000000000000030e-04 -1.148285252367788780e+05 -2.084056561956168298e+04
1.299999999999999886e-04 -4.832674673569655715e+04 3.088082319349957979e+05
1.399999999999999877e-04 -1.365952336199921847e+05 9.576895286703580496e+03
1.499999999999999869e-04 -7.683455950851492526e+04 -9.644344808014680166e+04
1.600000000000000131e-04 -4.920228168687607831e+04 -1.331263738799102139e+05
1.700000000000000122e-04 -1.096365614369322138e+05 -9.788445437317863980e+04
1.800000000000000113e-04 4.645719555398521152e+03 1.179463854772382474e+05
1.900000000000000105e-04 -1.877037447573692043e+04 2.193978287130685931e+04
2.000000000000000096e-04 -1.075130361358628288e+05 1.209922204908798594e+05
2.100000000000000087e-04 -7.954679977009016147e+04 1.656618439286514185e+05
2.200000000000000078e-04 -4.986968777927677002e+04 4.990534493124449509e+05
2.300000000000000070e-04 1.277914490073384877e+04 2.379794318727420759e+05
2.400000000000000061e-04 -9.930026783797683311e+04 1.309852002645320317e+05
2.500000000000000052e-04 -9.324831768612632004e+04 7.485029305583886162e+04
2.599999999999999772e-04 -5.880261208717692352e+04 2.359025035649050260e+05
2.700000000000000035e-04 -7.834166985399648547e+04 -2.441660484899161966e+05
2.799999999999999755e-04 -7.410487349412436015e+04 -1.891176984596407565e+05
2.900000000000000017e-04 -6.201457166210436844e+04 2.541941572523878131e+05
2.999999999999999737e-04 -9.860063862865374176e+03 -1.675557874826190528e+05
3.099999999999999999e-04 -6.731048128064821867e+02 -2.480299489106387773e+05
3.200000000000000262e-04 -5.361924299509474076e+04 -2.639485543493359000e+05
3.299999999999999982e-04 -7.572605168507712369e+04 3.049426891884151264e+05
3.400000000000000244e-04 -8.522039205768935790e+04 -3.083611805902833003e+05
3.499999999999999964e-04 -1.055797489967856818e+05 -2.477603945798446948e+05
3.600000000000000227e-04 -1.112938910866338847e+05 3.073631555807330878e+05
3.699999999999999947e-04 -6.482242098611252732e+04 2.327565520656122826e+05
3.800000000000000209e-04 4.904037468760908814e+04 8.281835139665663883e+04
3.899999999999999929e-04 -1.270399735952319134e+03 5.171234245681990433e+04
4.000000000000000192e-04 -5.847350294634063903e+04 3.638967732973984675e+05
4.099999999999999912e-04 -7.820656564996138331e+04 7.705032106973153714e+04
4.200000000000000174e-04 -6.473871839437398012e+04 1.682262720667485846e+05
4.299999999999999894e-04 -5.353262440357531159e+04 5.422452062227537681e+04
4.400000000000000157e-04 -3.735621773678732279e+04 -2.189349452367568447e+05
4.499999999999999877e-04 3.470686336824200407e+04 -3.419809008459632605e+04
4.600000000000000139e-04 1.254337118076851038e+04 -1.050398202964220836e+05
4.699999999999999859e-04 -4.238125210399874049e+03 1.150030996007065842e+05
4.800000000000000122e-04 2.745767374258716518e+04 6.675761538930976531e+04
4.899999999999999842e-04 1.989307528465972064e+04 1.772689838691819023e+04
