3.300000000000000000e+01	1.161355204111456096e+00+5.874518077363700096e-03j
3.400000000000000000e+01	1.161461509359252409e+00+6.051365980798097642e-03j
3.500000000000000000e+01	1.161571192360109972e+00+6.228046430808065539e-03j
3.600000000000000000e+01	1.161684183512402102e+00+6.404716202089292751e-03j
3.700000000000000000e+01	1.161800475510450514e+00+6.581202944437198991e-03j
3.800000000000000000e+01	1.161920116339382636e+00+6.757600789434136009e-03j
3.900000000000000000e+01	1.162043110090003939e+00+6.933831080591192249e-03j
4.000000000000000000e+01	1.162169571658500544e+00+7.110099660553520669e-03j
4.100000000000000000e+01	1.162299157996592669e+00+7.286138835650124781e-03j
4.200000000000000000e+01	1.162432496880819732e+00+7.461897978747622333e-03j
4.300000000000000000e+01	1.162569027183711690e+00+7.637990397678456021e-03j
4.400000000000000000e+01	1.162708819578651243e+00+7.813447926875799476e-03j
4.500000000000000000e+01	1.162852481120928649e+00+7.989012182582452826e-03j
4.600000000000000000e+01	1.162999205334117381e+00+8.164604397014021270e-03j
4.700000000000000000e+01	1.163149650417524938e+00+8.339741489876787914e-03j
4.800000000000000000e+01	1.163303743889561259e+00+8.514838487104254769e-03j
4.900000000000000000e+01	1.163461063032019682e+00+8.690111102260500778e-03j
5.000000000000000000e+01	1.163621584542611442e+00+8.864669225528185037e-03j
5.100000000000000000e+01	1.163786649866058731e+00+9.039545813861720597e-03j
5.200000000000000000e+01	1.163954262577844734e+00+9.214593954164754241e-03j
5.300000000000000000e+01	1.164125680187787060e+00+9.388299489233697948e-03j
5.400000000000000000e+01	1.164301652466500636e+00+9.563317532308003230e-03j
5.500000000000000000e+01	1.164479491147893508e+00+9.737711194718260202e-03j
5.600000000000000000e+01	1.164662331037213727e+00+9.910509474525293697e-03j
5.700000000000000000e+01	1.164849399517281947e+00+1.008522646473060218e-02j
5.800000000000000000e+01	1.165037918130006567e+00+1.025918166515413926e-02j
5.900000000000000000e+01	1.165232069103029566e+00+1.043165106529032535e-02j
6.000000000000000000e+01	1.165429973122081186e+00+1.060599946836428796e-02j
6.100000000000000000e+01	1.165630082134470946e+00+1.078009469537456570e-02j
6.200000000000000000e+01	1.165834928973305873e+00+1.095156278222118341e-02j
6.300000000000000000e+01	1.166044522333480993e+00+1.112578320804764875e-02j
6.400000000000000000e+01	1.166255749475346271e+00+1.129888398206921503e-02j
6.500000000000000000e+01	1.166471728647541228e+00+1.147147547615607124e-02j
6.600000000000000000e+01	1.166692498657555976e+00+1.164323009862991594e-02j
6.700000000000000000e+01	1.166918068127932528e+00+1.181531521890372485e-02j
6.800000000000000000e+01	1.167144685044007257e+00+1.198960956663325424e-02j
6.900000000000000000e+01	1.167375416147830247e+00+1.215861558488550570e-02j
7.000000000000000000e+01	1.167614648125880894e+00+1.233070532617402786e-02j
7.100000000000000000e+01	1.167852005631128565e+00+1.250552179438499389e-02j
7.200000000000000000e+01	1.168092260438534424e+00+1.267574633339289651e-02j
7.300000000000000000e+01	1.168344113241960525e+00+1.284537128159637942e-02j
7.400000000000000000e+01	1.168598766227801677e+00+1.302357240052763945e-02j
7.500000000000000000e+01	1.168846960829558634e+00+1.319515095575462399e-02j
7.600000000000000000e+01	1.169114420938129451e+00+1.335490835967762142e-02j
7.700000000000000000e+01	1.169384330624385404e+00+1.353572276167794297e-02j
7.800000000000000000e+01	1.169640345659594072e+00+1.370039142594289307e-02j
7.900000000000000000e+01	1.169923222279912967e+00+1.387009178791041332e-02j
8.000000000000000000e+01	1.170192502515348565e+00+1.404602644660459497e-02j
8.100000000000000000e+01	1.170477166796159540e+00+1.420964697102414763e-02j
8.200000000000000000e+01	1.170763761811035808e+00+1.438758503403080383e-02j
8.300000000000000000e+01	1.171051636960868558e+00+1.455122546891797312e-02j
8.400000000000000000e+01	1.171359845821899892e+00+1.472847760311301810e-02j
8.500000000000000000e+01	1.171647544805445085e+00+1.489607665678190605e-02j
8.600000000000000000e+01	1.171951943162498511e+00+1.505495087528624376e-02j
8.700000000000000000e+01	1.172261491330000016e+00+1.522075446222483260e-02j
8.800000000000000000e+01	1.172583658262962070e+00+1.540567761306291597e-02j
8.900000000000000000e+01	1.172862807405399721e+00+1.557080342525492267e-02j
9.000000000000000000e+01	1.173214844852827454e+00+1.571812126145990737e-02j
9.100000000000000000e+01	1.173555480553790886e+00+1.593637835151852714e-02j
9.200000000000000000e+01	1.173847164685521305e+00+1.608239285158818629e-02j
9.300000000000000000e+01	1.174225133447222236e+00+1.623292727326195242e-02j
9.400000000000000000e+01	1.174555337285061674e+00+1.643352787503775392e-02j
9.500000000000000000e+01	1.174890492855872104e+00+1.657745787233389986e-02j
9.600000000000000000e+01	1.175245636611106370e+00+1.672991992094094091e-02j
9.700000000000000000e+01	1.175616297142363820e+00+1.690000784674307310e-02j
9.800000000000000000e+01	1.175953458063692780e+00+1.710137776208022625e-02j
9.900000000000000000e+01	1.176314016255817663e+00+1.723130061243767497e-02j
1.000000000000000000e+02	1.176720102572866411e+00+1.742433429298691216e-02j
1.010000000000000000e+02	1.177059444082067641e+00+1.760708178565572116e-02j
1.020000000000000000e+02	1.177471633315348987e+00+1.775045296159923069e-02j
1.030000000000000000e+02	1.177840404159181453e+00+1.793540186419965640e-02j
1.040000000000000000e+02	1.178251032246967700e+00+1.805471113128416863e-02j
1.050000000000000000e+02	1.178630183539925547e+00+1.825257071201463743e-02j
1.060000000000000000e+02	1.179040147390183924e+00+1.835695165992427824e-02j
1.070000000000000000e+02	1.179501010905456670e+00+1.858097710141414990e-02j
1.080000000000000000e+02	1.179862166874703133e+00+1.878770312320169819e-02j
1.090000000000000000e+02	1.180353121221228152e+00+1.891450911125906395e-02j
1.100000000000000000e+02	1.180702885565958482e+00+1.915073885943245277e-02j
1.110000000000000000e+02	1.181153558091074807e+00+1.922532535337220100e-02j
1.120000000000000000e+02	1.181601215858684384e+00+1.946636717451665985e-02j
1.130000000000000000e+02	1.181906679287532569e+00+1.953308590167244715e-02j
1.140000000000000000e+02	1.182465795592618552e+00+1.961593308814846975e-02j
1.150000000000000000e+02	1.182950557274015768e+00+1.988588398478805322e-02j
1.160000000000000000e+02	1.183391537903288659e+00+2.002755000956529460e-02j
1.170000000000000000e+02	1.183984618177433834e+00+2.023846810477972907e-02j
1.180000000000000000e+02	1.184619516219766355e+00+2.053090053651985755e-02j
1.190000000000000000e+02	1.184854763284311163e+00+2.087723181433777039e-02j
1.200000000000000000e+02	1.185283393132467333e+00+2.077500608001792495e-02j
1.210000000000000000e+02	1.185865102581082020e+00+2.106883745862928384e-02j
1.220000000000000000e+02	1.185811848099056931e+00+2.121618208892481899e-02j
1.230000000000000000e+02	1.186535214029683205e+00+2.087812923618964644e-02j
1.240000000000000000e+02	1.187424631446057255e+00+2.116966449416594551e-02j
1.250000000000000000e+02	1.187955442482411694e+00+2.145281848727263740e-02j
1.260000000000000000e+02	1.188812239067273291e+00+2.151621292481259093e-02j
1.270000000000000000e+02	1.189633656007817786e+00+2.197091434649254757e-02j
1.280000000000000000e+02	1.189951891226720404e+00+2.254807771159435606e-02j
1.290000000000000000e+02	1.190043397518075974e+00+2.267703174419716944e-02j
1.300000000000000000e+02	1.190345935571134328e+00+2.270771974765305179e-02j
1.310000000000000000e+02	1.190277437373326697e+00+2.282558274980918747e-02j
1.320000000000000000e+02	1.190811555037344593e+00+2.242444610938751706e-02j
1.330000000000000000e+02	1.191599119254149963e+00+2.230216315354779238e-02j
1.340000000000000000e+02	1.192839671484476671e+00+2.225354676436628112e-02j
1.350000000000000000e+02	1.194314791900474182e+00+2.248866547768946234e-02j
1.360000000000000000e+02	1.195195005313505199e+00+2.318603845090198151e-02j
1.370000000000000000e+02	1.195928624817854669e+00+2.388802937312759639e-02j
1.380000000000000000e+02	1.196200333325057263e+00+2.453938288199724455e-02j
1.390000000000000000e+02	1.195880471695039304e+00+2.496833149587662781e-02j
1.400000000000000000e+02	1.195420919047508468e+00+2.491999521736134107e-02j
1.410000000000000000e+02	1.195604658216359084e+00+2.444306081863001703e-02j
1.420000000000000000e+02	1.196427952284259133e+00+2.395199517170772119e-02j
1.430000000000000000e+02	1.198055108926618706e+00+2.364634962368812598e-02j
1.440000000000000000e+02	1.199220993165325710e+00+2.345396842952808883e-02j
1.450000000000000000e+02	1.201680462825678974e+00+2.358475607489409973e-02j
1.460000000000000000e+02	1.203039981520011237e+00+2.546985327068444771e-02j
1.470000000000000000e+02	1.202409292630604032e+00+2.604192239507526624e-02j
1.480000000000000000e+02	1.203001537123959297e+00+2.676687460395272417e-02j
1.490000000000000000e+02	1.201940981355262394e+00+2.789474904862363977e-02j
1.500000000000000000e+02	1.200991730992894579e+00+2.691416665907504085e-02j
1.510000000000000000e+02	1.202245420989817681e+00+2.461879008738906624e-02j
1.520000000000000000e+02	1.204831371834977238e+00+2.489791967079890006e-02j
1.530000000000000000e+02	1.204759693263941944e+00+2.402465599828302462e-02j
1.540000000000000000e+02	1.208678291435967056e+00+2.314123788374338256e-02j
1.550000000000000000e+02	1.211582698364495503e+00+2.738395164226726380e-02j
1.560000000000000000e+02	1.208907763708426453e+00+2.890081984845662907e-02j
1.570000000000000000e+02	1.210492438747829969e+00+2.839780999174520287e-02j
1.580000000000000000e+02	1.209431806416876531e+00+3.152333494923294926e-02j
1.590000000000000000e+02	1.205548129277520308e+00+2.956825906928027548e-02j
1.600000000000000000e+02	1.208103760498922430e+00+2.621953972152902754e-02j
1.610000000000000000e+02	1.209861846900556204e+00+2.516693888035198556e-02j
1.620000000000000000e+02	1.211949938938295945e+00+2.382704529897458970e-02j
1.630000000000000000e+02	1.215513520637779843e+00+2.344169762478161972e-02j
1.640000000000000000e+02	1.219466767031970544e+00+2.681108519764437148e-02j
1.650000000000000000e+02	1.218344105311044645e+00+3.211282122586209264e-02j
1.660000000000000000e+02	1.218889292229119903e+00+3.230264427041969200e-02j
1.670000000000000000e+02	1.218154609796144650e+00+3.626717721053225596e-02j
1.680000000000000000e+02	1.213759364698399956e+00+3.280846480117727282e-02j
1.690000000000000000e+02	1.216646050354198039e+00+2.795264227378850899e-02j
1.700000000000000000e+02	1.215859654042058979e+00+2.565003250552035444e-02j
1.710000000000000000e+02	1.217742012989205591e+00+1.913003475294993566e-02j
1.720000000000000000e+02	1.223479208973186516e+00+2.051086853683304137e-02j
1.730000000000000000e+02	1.224188772318132834e+00+2.637884332440717031e-02j
1.740000000000000000e+02	1.227418774342518448e+00+3.292535629647985046e-02j
1.750000000000000000e+02	1.228458003835145140e+00+3.968062563774254342e-02j
1.760000000000000000e+02	1.230258485119369416e+00+4.534001826881051134e-02j
1.770000000000000000e+02	1.225733000781418669e+00+4.187938052406393191e-02j
1.780000000000000000e+02	1.229607529693207413e+00+3.139057795186005195e-02j
1.790000000000000000e+02	1.227736860530579399e+00+2.873927718655604202e-02j
1.800000000000000000e+02	1.221773758722773051e+00+1.340852387335512812e-02j
1.810000000000000000e+02	1.227893882552381966e+00+1.292427674456591430e-02j
1.820000000000000000e+02	1.222399655941070140e+00+2.470166386098237091e-02j
1.830000000000000000e+02	1.219783379284883340e+00+3.072614321423881509e-02j
1.840000000000000000e+02	1.229381492167732848e+00+4.543570367444038638e-02j
1.850000000000000000e+02	1.231755643272903100e+00+5.953399093632417982e-02j
1.860000000000000000e+02	1.238259012012239424e+00+6.112579453642474209e-02j
1.870000000000000000e+02	1.248441240780222783e+00+5.195632863697174919e-02j
1.880000000000000000e+02	1.251095775124386744e+00+4.207111208598464380e-02j
1.890000000000000000e+02	1.242639787577711541e+00+2.561741536090982388e-02j
1.900000000000000000e+02	1.239591123162639530e+00+1.604489123290734134e-02j
1.910000000000000000e+02	1.220422185371368151e+00+2.462402383918611826e-02j
1.920000000000000000e+02	1.200825827070858942e+00+2.363837954941742578e-02j
1.930000000000000000e+02	1.203825392220581270e+00+4.755537937783951841e-02j
1.940000000000000000e+02	1.197994383338052193e+00+7.638493855230384100e-02j
1.950000000000000000e+02	1.210814391577503146e+00+7.860773337582799281e-02j
1.960000000000000000e+02	1.243227412301445289e+00+8.888594817325130848e-02j
1.970000000000000000e+02	1.259589488113403988e+00+8.738269217499912422e-02j
1.980000000000000000e+02	1.270190447331545958e+00+6.568785937121111862e-02j
1.990000000000000000e+02	1.274262433647639137e+00+5.744848440440646076e-02j
2.000000000000000000e+02	1.245933234353299168e+00+5.501775970775530517e-02j
2.010000000000000000e+02	1.215139394011522267e+00+4.982324885240331513e-02j
2.020000000000000000e+02	1.195230959789716607e+00+5.535965176573831581e-02j
2.030000000000000000e+02	1.172669831362594506e+00+8.205400614670568804e-02j
2.040000000000000000e+02	1.163531846735445185e+00+8.790140374315494332e-02j
2.050000000000000000e+02	1.202429907370462292e+00+9.550912575215014799e-02j
2.060000000000000000e+02	1.235995897524577281e+00+1.235781368345490600e-01j
2.070000000000000000e+02	1.268716171628136991e+00+1.246245862200513199e-01j
2.080000000000000000e+02	1.299581037147488516e+00+1.361736576847858426e-01j
2.090000000000000000e+02	1.282938195184125219e+00+1.472507520725601649e-01j
2.100000000000000000e+02	1.248246557302167492e+00+1.302452473185677639e-01j
2.110000000000000000e+02	1.204325095553554936e+00+1.286344246413291814e-01j
2.120000000000000000e+02	1.160150927580154701e+00+1.148177388840241758e-01j
2.130000000000000000e+02	1.130875264671026281e+00+1.216802191939238553e-01j
2.140000000000000000e+02	1.128365446437955333e+00+1.226967111854191522e-01j
2.150000000000000000e+02	1.179763920396887933e+00+1.597320083294123949e-01j
2.160000000000000000e+02	1.230516907626264311e+00+2.301297066483240228e-01j
2.170000000000000000e+02	1.294436119718271216e+00+2.923583220442860786e-01j
2.180000000000000000e+02	1.318913881525639820e+00+3.726347997333910866e-01j
2.190000000000000000e+02	1.296380089832966709e+00+4.152992530277138661e-01j
2.200000000000000000e+02	1.239468685444904406e+00+4.459467312828948593e-01j
2.210000000000000000e+02	1.133433931343649448e+00+4.201805815282028678e-01j
2.220000000000000000e+02	1.062087908022942395e+00+3.910261295730003139e-01j
2.230000000000000000e+02	9.820856703959398581e-01+3.985656016504069421e-01j
2.240000000000000000e+02	9.560119003972080698e-01+3.926274735311895414e-01j
2.250000000000000000e+02	1.008315038360930949e+00+4.765372276114693828e-01j
2.260000000000000000e+02	1.116512430654142074e+00+6.316323037179837341e-01j
2.270000000000000000e+02	1.256890646910129083e+00+8.208915717531133360e-01j
2.280000000000000000e+02	1.378806388290412466e+00+9.851547965481475266e-01j
2.290000000000000000e+02	1.444078629470076036e+00+1.113601853239560846e+00j
2.300000000000000000e+02	1.425869053099509287e+00+1.176057285846524358e+00j
2.310000000000000000e+02	1.369090669545089511e+00+1.166117148406279336e+00j
2.320000000000000000e+02	1.285283847638694965e+00+1.162240675112613753e+00j
2.330000000000000000e+02	1.166150379186597696e+00+1.095328639284609551e+00j
2.340000000000000000e+02	1.081946613150288616e+00+1.017189707696684264e+00j
2.350000000000000000e+02	1.002091835636272021e+00+9.438228168789098982e-01j
2.360000000000000000e+02	9.457882438793528967e-01+8.325071568541541067e-01j
2.370000000000000000e+02	9.789335757756771894e-01+7.655041122433038359e-01j
2.380000000000000000e+02	1.080621204307587346e+00+6.996627509326671657e-01j
2.390000000000000000e+02	1.282768796232069519e+00+6.610452731548940308e-01j
2.400000000000000000e+02	1.503151626255023521e+00+6.595867058115681969e-01j
2.410000000000000000e+02	1.699081406312335396e+00+7.486579709487881651e-01j
2.420000000000000000e+02	1.846982022084993957e+00+8.308657392615980131e-01j
2.430000000000000000e+02	1.962476767533879451e+00+9.140113875554038980e-01j
2.440000000000000000e+02	2.001787503660958478e+00+1.023749634744584025e+00j
2.450000000000000000e+02	1.968649697382471420e+00+1.082534753465599131e+00j
2.460000000000000000e+02	1.959124574726037071e+00+1.128106103934787274e+00j
2.470000000000000000e+02	1.879787147981701656e+00+1.178786034793324777e+00j
2.480000000000000000e+02	1.762901487545932344e+00+1.175355244814743960e+00j
2.490000000000000000e+02	1.688110830270388441e+00+1.141595225767720878e+00j
2.500000000000000000e+02	1.492233431553147138e+00+1.074513220843008821e+00j
2.510000000000000000e+02	1.430327091201367917e+00+1.021422513978690105e+00j
2.520000000000000000e+02	1.368139722120800039e+00+8.467675314926086383e-01j
2.530000000000000000e+02	1.405900097807634586e+00+6.649205837078089321e-01j
2.540000000000000000e+02	1.506969808356591445e+00+4.779856395042181849e-01j
2.550000000000000000e+02	1.680871427584236910e+00+2.986710232427849387e-01j
2.560000000000000000e+02	1.897270468408506439e+00+2.302319346727358107e-01j
2.570000000000000000e+02	1.996317531705507964e+00+2.018194981109340258e-01j
2.580000000000000000e+02	2.106954299390117580e+00+1.973365934745135442e-01j
2.590000000000000000e+02	2.177176415832918988e+00+2.636875646278612484e-01j
2.600000000000000000e+02	2.157152815259781864e+00+3.034444137402128039e-01j
2.610000000000000000e+02	2.153601153415317437e+00+3.732440539613541275e-01j
2.620000000000000000e+02	2.144629228154480316e+00+3.935223748229814134e-01j
2.630000000000000000e+02	2.141853001567049386e+00+4.579463386324486573e-01j
2.640000000000000000e+02	2.089077734146865595e+00+5.230164898847949884e-01j
2.650000000000000000e+02	2.102856658198237749e+00+5.273369992978198528e-01j
2.660000000000000000e+02	2.071383270796595788e+00+5.556486035599167428e-01j
2.670000000000000000e+02	2.048170629451941949e+00+5.881188488495963096e-01j
2.680000000000000000e+02	2.035517693169229148e+00+5.455064178875989045e-01j
2.690000000000000000e+02	2.010278100065598927e+00+5.323852653670789747e-01j
2.700000000000000000e+02	2.032587486840538027e+00+4.723290361028050777e-01j
2.710000000000000000e+02	2.044966214493186385e+00+4.218808866576035377e-01j
2.720000000000000000e+02	2.057566319611936034e+00+3.324122841929267880e-01j
2.730000000000000000e+02	2.106749978159029091e+00+2.821079365434644992e-01j
2.740000000000000000e+02	2.093335888134117528e+00+2.289834543233647546e-01j
2.750000000000000000e+02	2.148732573584766214e+00+1.861459658481304236e-01j
2.760000000000000000e+02	2.138871282368369986e+00+1.699141612292154879e-01j
2.770000000000000000e+02	2.196135533109518700e+00+1.541400312679514772e-01j
2.780000000000000000e+02	2.165076550421117130e+00+1.830757164505816825e-01j
2.790000000000000000e+02	2.173780204524074389e+00+1.054119040849915701e-01j
2.800000000000000000e+02	2.202275235370154682e+00+1.918227372331003378e-01j
2.810000000000000000e+02	2.129147711592309200e+00+1.857082180969131802e-01j
2.820000000000000000e+02	2.186212842843170190e+00+1.575569291990161769e-01j
2.830000000000000000e+02	2.161959101638093017e+00+2.574481797590672527e-01j
2.840000000000000000e+02	2.172555935420636963e+00+2.690692893507480310e-01j
2.850000000000000000e+02	2.240279840598325301e+00+3.464683713840023827e-01j
2.860000000000000000e+02	2.293827314416848839e+00+3.673961208674600409e-01j
2.870000000000000000e+02	2.417028256933726915e+00+4.223600088812127229e-01j
2.880000000000000000e+02	2.467089132688429665e+00+4.814696912796368466e-01j
2.890000000000000000e+02	2.558724987046109955e+00+4.999113732782914377e-01j
2.900000000000000000e+02	2.627141819031949765e+00+5.067210791209519893e-01j
2.910000000000000000e+02	2.720795243691496612e+00+5.102514442562885444e-01j
2.920000000000000000e+02	2.765247662174186161e+00+5.078796849972617711e-01j
2.930000000000000000e+02	2.819684306293727794e+00+5.169750198657895313e-01j
2.940000000000000000e+02	2.853407465255163977e+00+5.041855590326435044e-01j
2.950000000000000000e+02	2.863444006061077296e+00+4.756506364541646659e-01j
2.960000000000000000e+02	2.882412529198043583e+00+4.625907629795084075e-01j
2.970000000000000000e+02	2.877883665134452151e+00+4.405825852904463602e-01j
2.980000000000000000e+02	2.871259601654571281e+00+4.214813186786580124e-01j
2.990000000000000000e+02	2.859884684932946453e+00+4.018835712476501176e-01j
3.000000000000000000e+02	2.844315122651178029e+00+4.255102522727785552e-01j
3.010000000000000000e+02	2.853808258521016050e+00+3.492757143460546443e-01j
3.020000000000000000e+02	2.842378618603653262e+00+3.210812540149491356e-01j
3.030000000000000000e+02	2.842634765663177632e+00+3.059684678765487442e-01j
3.040000000000000000e+02	2.836104565012762979e+00+2.999578508048791892e-01j
3.050000000000000000e+02	2.824271605039721411e+00+2.689485628497180758e-01j
3.060000000000000000e+02	2.807231548069356375e+00+2.488163425540980689e-01j
3.070000000000000000e+02	2.791347847433186313e+00+2.405581257191364564e-01j
3.080000000000000000e+02	2.763365462465003031e+00+2.230807740849844734e-01j
3.090000000000000000e+02	2.740352266241472989e+00+2.098081631981928430e-01j
3.100000000000000000e+02	2.730920297640083927e+00+1.997176849502537432e-01j
3.110000000000000000e+02	2.718348960545275528e+00+1.917962252938180678e-01j
3.120000000000000000e+02	2.698590685115540566e+00+1.699903476639383071e-01j
3.130000000000000000e+02	2.695447641231069280e+00+1.505615322468643602e-01j
3.140000000000000000e+02	2.691582131593829086e+00+1.421907470420317177e-01j
3.150000000000000000e+02	2.669603582898687488e+00+1.301079112600594667e-01j
3.160000000000000000e+02	2.660922809173549730e+00+1.132299849295417549e-01j
3.170000000000000000e+02	2.642748904653791975e+00+1.060227547135307175e-01j
3.180000000000000000e+02	2.625996506425270383e+00+8.070870336331321948e-02j
3.190000000000000000e+02	2.609519203555456635e+00+7.878435930815383403e-02j
3.200000000000000000e+02	2.586434893636458732e+00+7.546420583633914325e-02j
3.210000000000000000e+02	2.578053668191281123e+00+5.198423817828150967e-02j
3.220000000000000000e+02	2.557726413638562679e+00+5.133614593160525097e-02j
3.230000000000000000e+02	2.552464418969394799e+00+4.259226992794078875e-02j
3.240000000000000000e+02	2.550140901422698114e+00+2.861223301223747573e-02j
3.250000000000000000e+02	2.533313685707662355e+00+1.898381956451601627e-02j
3.260000000000000000e+02	2.526838092458397522e+00+1.810031429040478632e-02j
3.270000000000000000e+02	2.509620829757693627e+00+3.202764034092660424e-03j
3.280000000000000000e+02	2.511996331215037959e+00-5.495945860887950681e-03j
3.290000000000000000e+02	2.487794285505236846e+00-6.067711535829034726e-03j
3.300000000000000000e+02	2.490866322385631992e+00-2.954879781379677814e-02j
3.310000000000000000e+02	2.487654305286935763e+00-3.015695961448967843e-02j
3.320000000000000000e+02	2.458626236538251408e+00-3.935683682124441196e-02j
3.330000000000000000e+02	2.459091816072434877e+00-5.785756196486932512e-02j
3.340000000000000000e+02	2.448899776961094510e+00-4.928320906847957067e-02j
3.350000000000000000e+02	2.438733510472512300e+00-7.135075760906778308e-02j
3.360000000000000000e+02	2.437814135801838145e+00-8.688503394915847444e-02j
3.370000000000000000e+02	2.427775195003754494e+00-9.995284581242919186e-02j
3.380000000000000000e+02	2.411556750532035664e+00-1.004365289317969145e-01j
3.390000000000000000e+02	2.407312342846476660e+00-1.284230807778376504e-01j
3.400000000000000000e+02	2.414296276395470287e+00-1.300122638331755176e-01j
3.410000000000000000e+02	2.386410415568906984e+00-1.403469306384372006e-01j
3.420000000000000000e+02	2.391640478928136027e+00-1.639309330278581889e-01j
3.430000000000000000e+02	2.377911254115995465e+00-1.657655910603000049e-01j
3.440000000000000000e+02	2.356431737511387681e+00-1.900384322894696498e-01j
3.450000000000000000e+02	2.353308262848094135e+00-1.972516366925821107e-01j
3.460000000000000000e+02	2.328490575715114641e+00-2.136008219024959076e-01j
3.470000000000000000e+02	2.333417203511584326e+00-2.268245860353629850e-01j
3.480000000000000000e+02	2.330029090246638734e+00-2.202329507111707441e-01j
3.490000000000000000e+02	2.315431389095704340e+00-2.563173224180815279e-01j
3.500000000000000000e+02	2.295770742700395939e+00-2.884095604472468599e-01j
3.510000000000000000e+02	2.284600026294858477e+00-2.792093456926618145e-01j
3.520000000000000000e+02	2.273238120739790702e+00-2.755891796708542785e-01j
3.530000000000000000e+02	2.224131829382792969e+00-2.518767653021350417e-01j
3.540000000000000000e+02	2.228322866038745520e+00-2.851095738378712774e-01j
3.550000000000000000e+02	2.226129924975763785e+00-2.621018804946362857e-01j
3.560000000000000000e+02	2.194428911390521098e+00-2.598243647929339706e-01j
3.570000000000000000e+02	2.200684901543803029e+00-2.653137598453308987e-01j
3.580000000000000000e+02	2.186300457579791523e+00-2.409407354976518256e-01j
3.590000000000000000e+02	2.162680849876920774e+00-2.298940805831654888e-01j
3.600000000000000000e+02	2.144918887723979761e+00-2.355800873735745260e-01j
3.610000000000000000e+02	2.140729756300182807e+00-2.259119011828913393e-01j
3.620000000000000000e+02	2.127774815242877260e+00-2.076272336751698866e-01j
3.630000000000000000e+02	2.114382117957096074e+00-2.298595464050737225e-01j
3.640000000000000000e+02	2.122825133544619991e+00-2.259841884326335981e-01j
3.650000000000000000e+02	2.091436224885710349e+00-2.211011996588275741e-01j
3.660000000000000000e+02	2.084753108800412758e+00-2.220474733903180509e-01j
3.670000000000000000e+02	2.083672937357031518e+00-2.267863212090729663e-01j
3.680000000000000000e+02	2.063769016014270097e+00-2.223994771307336027e-01j
3.690000000000000000e+02	2.064558550472403553e+00-2.307984898798240425e-01j
3.700000000000000000e+02	2.046890557766852581e+00-2.273100977713805593e-01j
3.710000000000000000e+02	2.035969755588239671e+00-2.304830374977553387e-01j
3.720000000000000000e+02	2.030593075253497748e+00-2.209182397408067378e-01j
3.730000000000000000e+02	2.014461094885662273e+00-2.190490780404551752e-01j
3.740000000000000000e+02	2.007436381674944315e+00-2.199193035629033732e-01j
3.750000000000000000e+02	2.004105014490844550e+00-2.158644609858082763e-01j
3.760000000000000000e+02	1.991218023425074923e+00-2.166302336209039170e-01j
3.770000000000000000e+02	1.988451066155183078e+00-2.164000206045547936e-01j
